Id,SalePrice
1461,132143.71783003604
1462,155200.17257303762
1463,193840.18255225415
1464,193805.82134586567
1465,185110.43748174745
1466,182098.69573351115
1467,175694.93920829735
1468,176015.2727325243
1469,194189.75723674905
1470,126480.07357154241
1471,200796.7325348285
1472,99205.41453141099
1473,102771.16314645644
1474,150501.55604924267
1475,128465.23632653497
1476,355342.41819607373
1477,249914.42931436328
1478,313087.2854667938
1479,309490.1731848648
1480,421233.9137905938
1481,309397.5132615708
1482,201238.61469775438
1483,176228.12096071063
1484,169328.39232194828
1485,178572.7728132805
1486,192594.65257049736
1487,285882.083997576
1488,232435.8560335601
1489,208171.28053919497
1490,213825.81606178646
1491,197792.79853951588
1492,106142.91924634192
1493,184568.1141761257
1494,294775.37678538746
1495,296794.5528228617
1496,231137.5863661419
1497,185203.12990102152
1498,156875.62772188254
1499,156208.30656895041
1500,156387.43043160954
1501,168120.98737017895
1502,157871.43587104426
1503,254260.6444398327
1504,228536.62809207584
1505,221003.81402122395
1506,170451.3324152265
1507,251227.33931294025
1508,196075.65211116415
1509,157433.68306698964
1510,147794.25533168472
1511,145913.1713486368
1512,163607.78140043264
1513,146303.0512332904
1514,175433.59697663574
1515,171780.5326769546
1516,152629.84649516823
1517,163488.69730598095
1518,143178.10623638806
1519,225199.07131697776
1520,138322.98799694233
1521,142432.4408970148
1522,165155.71149077447
1523,118032.89605341927
1524,126608.72119534001
1525,127651.66521620349
1526,129415.28820564885
1527,111065.03272055916
1528,135156.70234074548
1529,138522.5679380173
1530,180689.70521584823
1531,131388.61510152603
1532,104862.56940064709
1533,133006.34292394822
1534,119997.13023118585
1535,157847.2950047871
1536,112928.2922644958
1537,92293.80707149465
1538,147531.4010582156
1539,168735.9088343409
1540,105274.64206026914
1541,143075.8963445309
1542,138427.54947049767
1543,180429.7995178071
1544,88139.99258999893
1545,108716.23338369893
1546,122504.52858791171
1547,131357.83379592074
1548,123774.37699750256
1549,110708.26822882566
1550,137265.5568422193
1551,121568.41431720286
1552,146873.36667816085
1553,148531.4998459759
1554,115794.52811556934
1555,170816.62971991673
1556,95001.25628377129
1557,119185.47440860617
1558,99619.98674823025
1559,85639.63275466744
1560,149479.9573795074
1561,132385.38734515253
1562,132279.35056592757
1563,129630.63408079007
1564,164223.2953388902
1565,155596.38305216088
1566,242227.6814344656
1567,85791.62884510189
1568,228110.86736858968
1569,145624.14365926298
1570,142510.16381198794
1571,136936.2084238043
1572,147728.97568542982
1573,247369.59134010822
1574,119704.29258468427
1575,212890.6263532751
1576,228881.23565839304
1577,196719.24777673496
1578,145522.37041768912
1579,152912.20653392607
1580,201688.96493252175
