Id,SalePrice
1461,129084.4499308933
1462,153958.9913634366
1463,172467.6179979158
1464,194083.05266076166
1465,187004.65370343896
1466,170235.38917599342
1467,180545.2075933047
1468,161592.80933002665
1469,192422.3200975271
1470,115396.71288920507
1471,203732.7514846164
1472,115731.86285999905
1473,112083.36434705301
1474,158941.9024499455
1475,133549.40283948497
1476,341437.47270811466
1477,240267.34941537617
1478,285692.281954109
1479,274080.27992050594
1480,517686.9268996554
1481,312599.37102965266
1482,209871.9938543385
1483,173154.68303035974
1484,167707.6410720884
1485,181091.9697097459
1486,199542.435063387
1487,321830.10222477035
1488,249377.99860178368
1489,184233.62729487268
1490,209593.7202461995
1491,192981.19292739025
1492,96835.66440903323
1493,197756.91735414343
1494,285945.3519051874
1495,289550.9881353378
1496,220164.53082329442
1497,186085.2199468303
1498,160539.68844432282
1499,163720.83299246256
1500,153459.35122417193
1501,164928.58817487658
1502,153966.8028329263
1503,264725.64766145736
1504,240466.5440817621
1505,220927.1429834126
1506,193613.34334258692
1507,263275.2914958789
1508,202479.24536205336
1509,157187.7792290362
1510,137900.66854505215
1511,140218.02308128207
1512,167482.0120947481
1513,150218.42958763617
1514,168932.8283821755
1515,210526.46411656172
1516,154406.7343471863
1517,173540.80231009817
1518,145473.79016423886
1519,219648.5050115446
1520,125798.79636853968
1521,128511.43875354064
1522,177100.32120568666
1523,108107.77778215965
1524,119697.28786700919
1525,117962.83528186948
1526,116917.22857543215
1527,108056.94358325578
1528,149578.8954199875
1529,136478.27706954157
1530,188679.87255432716
1531,118320.92616074129
1532,106265.33478842795
1533,144472.42662884525
1534,131203.31557895357
1535,161542.29509569434
1536,113843.7926641324
1537,75008.81244868184
1538,158836.97540508705
1539,203808.37519830774
1540,109553.36529511017
1541,151433.76075378733
1542,148001.72798005497
1543,181100.36321612695
1544,85973.90586091676
1545,122028.87218024553
1546,141174.9599145084
1547,132596.08869702506
1548,137108.07431734595
1549,121235.98989367424
1550,129944.69739237934
1551,124387.22553276292
1552,134993.42171932323
1553,142038.59426826623
1554,129357.6068119462
1555,165662.92376581696
1556,88629.4136241574
1557,103919.14757943325
1558,102648.370129056
1559,84607.83088103688
1560,138350.62150603448
1561,125277.00173729991
1562,132629.2551087633
1563,118941.1473427592
1564,170708.70963985947
1565,151130.82135521038
1566,247477.811822879
1567,80720.3882002382
1568,215919.36006323027
1569,123147.64616032774
1570,147472.36967601243
1571,127793.18342644007
1572,144493.85618528936
1573,251585.5168437079
1574,126892.71840164477
1575,223163.9360801285
1576,242838.56482021723
1577,183631.24350769896
1578,139645.07871075821
1579,140820.1265396747
1580,201767.8524608726
1581,149376.67194014546
1582,124821.48195803087
1583,320954.4071509865
1584,232591.72758269965
1585,143449.08719863594
1586,76736.09754697826
1587,110156.1770072946
1588,144609.98204757902
1589,101801.1397057605
1590,147411.7159477816
1591,96626.89797718874
1592,116734.18140640837
