Id,SalePrice
1461,114188.9490574685
1462,157322.71663377943
1463,173255.50216707794
1464,196888.9536018453
1465,191004.87832298642
1466,171109.52786155802
1467,180363.69408089592
1468,163453.16431975493
1469,198680.90576987635
1470,116175.15595729208
1471,203450.6543591435
1472,113584.54226726803
1473,108822.60583176035
1474,164626.71437113557
1475,131693.36977383812
1476,336913.3734699154
1477,235395.92473126686
1478,286491.068148375
1479,278218.29799870355
1480,494248.3222552606
1481,317417.6202661253
1482,212544.46986707125
1483,178487.1934990132
1484,173523.77684302826
1485,185013.1625403676
1486,203412.82814138097
1487,313263.95393775566
1488,244349.738074513
1489,177205.63832529075
1490,207976.39319213858
1491,196599.35821482848
1492,94151.52367306828
1493,194688.7443574554
1494,288397.48467502056
1495,298957.1004833273
1496,221617.22132092892
1497,185297.36701868832
1498,163614.82139070553
1499,164981.71867884832
1500,155178.9113811026
1501,168667.20021624086
1502,154177.43152048366
1503,255896.59137401462
1504,232940.0637079587
1505,215076.0032962023
1506,195449.50482864765
1507,260723.26850856777
1508,194688.1829117081
1509,158590.91742605544
1510,139346.1634149076
1511,143565.04146176245
1512,174920.88763645772
1513,150310.7552071498
1514,161098.54716989887
1515,217884.66428115076
1516,156669.1854861564
1517,175637.25932062088
1518,145031.57874165976
1519,216292.90108021564
1520,125404.07633276004
1521,126035.24114224216
1522,180937.1542867118
1523,109809.24867135794
1524,116232.62747768506
1525,117809.36911272416
1526,119444.49014520828
1527,106960.92984646095
1528,147147.37026400413
1529,138703.3536651831
1530,187576.29511167546
1531,118392.43548440926
1532,102601.01197439148
1533,150706.1244554672
1534,125510.31193180682
1535,163936.00402910274
1536,112850.49189365374
1537,71092.97623632751
1538,160680.12085771828
1539,204191.3848894711
1540,102565.94462723102
1541,147089.56678834232
1542,143193.2098221575
1543,183748.26181055934
1544,90501.42302651473
1545,122747.93036740363
1546,137947.64056673174
1547,135514.78433774348
1548,134777.0392166247
1549,118982.29094997986
1550,131019.41430574587
1551,124508.7246620728
1552,133918.61566723548
1553,138506.14772854975
1554,130480.92262009127
1555,163065.65718358778
1556,93303.5980170345
1557,103981.94882293558
1558,105874.93884827063
1559,83650.27282263224
1560,144380.2662921788
1561,124239.88268909865
1562,131557.8437180624
1563,119775.93668676335
1564,169364.00784564827
1565,150553.27939557587
1566,237216.73419830346
1567,84889.44575675688
1568,221987.83425643021
1569,114055.99076917816
1570,143456.05085053196
1571,126872.69314115625
1572,142456.37863202416
1573,250570.59787347863
1574,130417.68741866553
1575,231469.52281001853
1576,244095.45094937258
1577,180266.0058278946
1578,141084.45480011366
1579,143488.42287839184
1580,195845.2234264522
1581,145655.00215397478
1582,126947.7643926951
1583,317630.12055173353
1584,226727.8164171902
1585,149557.57605850406
1586,76964.74143764224
1587,109133.41381566276
1588,142023.81929024297
1589,102553.53315372186
1590,144844.61090980383
1591,94430.92095466334
1592,113324.61884251745
1593,127258.63866790548
1594,131108.42707793103
1595,111053.19127074601
1596,218047.21082160712
1597,178021.03658535017
1598,199306.51514135994
1599,189102.87452612724
1600,183106.74890317087
1601,71323.71452315322
1602,110934.7062954271
1603,92863.72217486195
1604,254307.99533119958
1605,259348.12865285735
1606,178223.67148895733
1607,194112.86255061562
1608,214544.78189665807
1609,180639.5981339956
1610,143520.38935695123
1611,141218.09291183797
1612,169229.36561730393
1613,163552.55479293945
1614,132923.03873709956
1615,100971.98627758246
1616,90186.42243652679
1617,105009.87177400489
1618,126224.31346747583
1619,139153.4528311069
1620,171961.20727078148
1621,139044.61725674203
1622,135274.31316827147
1623,279080.07043862925
1624,212813.43205801584
1625,119267.63240674308
1626,173823.4822565774
1627,187064.7550811682
1628,294541.03857776424
1629,177889.6223494816
1630,362793.46970183426
1631,210311.27416369604
1632,236912.72871558485
1633,168251.43951134072
1634,181819.51140177745
1635,177012.04897413665
1636,163646.99817700987
1637,187790.19440269785
1638,209667.7161017633
1639,187038.93632112653
1640,273410.62385811174
1641,184980.63156106166
1642,226559.9053503763
1643,223867.59510550246
1644,224782.0747904193
1645,202758.98457526704
1646,164285.19557793892
1647,163675.71282279215
1648,129412.7848178779
1649,134773.2083322347
1650,117896.85796041114
1651,122326.36697204482
1652,115607.3744438826
1653,118019.64760995576
1654,155523.4735224119
1655,151410.86891773588
1656,153251.74174425364
1657,156523.84078059447
1658,153526.8611146262
1659,132878.91234688848
1660,150015.28578433843
1661,457895.5296912041
1662,386139.2956550843
1663,360079.5467418045
1664,562058.6019674528
1665,292503.560729972
1666,316184.0590522607
1667,373047.62706573855
1668,315788.21910647996
1669,292260.9445307816
1670,326879.9560142617
1671,252607.58706561264
1672,439888.8593164749
1673,287168.23878372816
1674,243172.56590630184
1675,193053.41501034022
1676,191753.95487065346
1677,212734.87699965847
1678,491477.64366339304
1679,366664.67978186
1680,306301.4981144285
1681,242997.87821546273
1682,290591.9928394783
1683,194783.74907816094
1684,188367.9528636338
1685,177662.47848529703
1686,184798.91879715608
1687,177215.18456483108
1688,198024.66052412274
1689,199600.13781006014
1690,199023.8141057003
1691,188119.02343238777
1692,264972.8607044456
1693,172679.2163898873
1694,179332.74912980033
1695,169311.730083966
1696,284689.1660264373
1697,174748.5070101302
1698,366026.2280975503
1699,307357.44714202813
1700,239053.41705137675
1701,268664.14009907586
1702,249575.80359939692
1703,251831.21551277526
1704,284052.32009256905
1705,226480.86085202763
1706,464704.4698701259
1707,190952.15040975614
1708,190320.11132197044
1709,260253.77008095355
1710,211096.9529824473
1711,249834.35886308833
1712,247700.61974440012
1713,263564.539248739
1714,211857.21254700917
1715,193782.4577537584
1716,185528.98072910457
1717,177631.0751766804
1718,137898.1500093103
1719,205107.2053387496
1720,240694.71127661003
1721,175304.79272433155
1722,128534.69268437584
1723,159704.8549702177
1724,206662.5464430292
1725,235985.23400917542
1726,181509.05486005187
1727,162686.49594557958
1728,183339.8677392019
1729,159577.97637531118
1730,170795.40688633814
1731,122732.3417954782
1732,126839.4972485983
1733,112797.69935609239
1734,120644.55696349824
1735,137468.35280813006
1736,114142.99073658371
1737,357988.9727521566
1738,237735.51164537985
1739,305594.0093204371
1740,202195.15040714835
1741,180757.28767450975
1742,169095.35962899192
1743,178224.52040076887
1744,307798.7628768103
1745,206015.4016379972
1746,228069.04881714127
1747,223493.6665526049
1748,236923.97266352925
1749,149601.82461527927
1750,145552.1930567734
1751,260775.5880099858
1752,115337.22297667115
1753,150284.51102930703
1754,212043.8144634663
1755,164514.30646465806
1756,125515.61083100134
1757,118902.50750681186
1758,141262.01537659165
1759,161045.1967415583
1760,158559.63731128885
1761,156380.21969042503
1762,172140.06859955986
1763,187868.58548283708
1764,113096.30007559278
1765,186047.99637774285
1766,186829.1723081637
1767,233800.15434937942
1768,134708.812926875
1769,182680.74019340772
1770,149061.31777797305
1771,122190.88427585788
1772,135889.7240716728
1773,122892.71426395154
1774,160268.57208747856
1775,136831.14558925686
1776,118890.50307969826
1777,105616.33066170034
1778,142109.99422401586
1779,104480.81526441807
1780,187820.73201121207
1781,124691.07790268208
1782,87913.24372278634
1783,142958.77099812578
1784,100984.32663195432
1785,125480.82640353957
1786,159797.22831186544
1787,176649.7910492588
1788,65175.753433866106
1789,105690.46585127193
1790,77892.20885083589
1791,209881.46206349033
1792,151714.56253302112
1793,145241.99038038074
1794,163801.7749808449
1795,135001.91867015767
1796,121236.95819654045
1797,127033.70032282676
1798,117595.50325673414
1799,110645.04820840473
1800,116702.65618391267
1801,124012.77086755085
1802,154139.6730274193
1803,154180.37269343846
1804,147603.0365251115
1805,140525.95908316103
1806,141591.30849515786
1807,143070.1724464832
1808,124208.47263290557
1809,113505.60783033012
1810,135528.82784083585
1811,91884.13169123884
1812,95274.97931328071
1813,124166.12746422004
1814,96613.21806106459
1815,60457.9845177912
1816,101020.92059123723
1817,107259.31531057374
1818,155492.25586497618
1819,140882.54326071
1820,74969.37805066803
1821,127164.68250675929
1822,156972.13423589457
1823,58740.28516793913
1824,128657.83119983929
1825,133489.54008765696
1826,101041.43345727609
1827,108907.53117289647
1828,129476.06452037659
1829,132851.70608801034
1830,144167.46498831705
1831,160252.18479387535
1832,99289.27529455745
1833,139240.58300189942
1834,132095.7738960995
1835,125950.91507623467
1836,134521.6413306293
1837,93134.90463472945
1838,133198.19859538446
1839,102646.06096475142
1840,137022.06488308695
1841,138713.67830078505
1842,91206.96564433667
1843,129458.82622371319
1844,137225.98268385706
1845,139860.57044705132
1846,154531.7747567548
1847,158803.63247299002
1848,52773.8677559612
1849,108352.47879264936
1850,117495.23817385334
1851,160415.927422638
1852,125986.9483478703
1853,130211.99410696141
1854,173524.72465027517
1855,160425.57683116384
1856,224334.38982212872
1857,148411.5295856405
1858,150416.63656097787
1859,125088.92191338424
1860,162995.38500292716
1861,124365.28453917115
1862,338045.7708090761
1863,333501.27074424207
1864,333543.9218801803
1865,309816.7205167283
1866,319838.4861404247
1867,238247.40739646702
1868,297256.47868330666
1869,207401.10491468463
1870,227910.04283291544
1871,242638.6256430669
1872,175368.4999425716
1873,232437.64982789225
1874,143917.34174709432
1875,205637.04312992014
1876,194179.84468366788
1877,213278.47424434443
1878,207179.13351584465
1879,122353.56287785772
1880,135427.85251866948
1881,244393.31214299522
1882,258768.80431826774
1883,193470.7125601527
1884,206576.97321299676
1885,250243.09706809765
1886,284973.1451113704
1887,216255.8874886619
1888,277914.39124175353
1889,171048.5442393709
1890,117927.90344650137
1891,145869.6254831394
1892,99901.52511799222
1893,133147.29714554633
1894,129171.23525670877
1895,145297.3149250976
1896,133352.1899646874
1897,119168.76764796102
1898,124219.96835571616
1899,152168.55106743012
1900,144887.807689629
1901,159381.99200973375
1902,135237.23036056058
1903,218061.58175628804
1904,130863.83127907923
1905,175045.0140408466
1906,138211.68233759867
1907,202979.1572955531
1908,132889.61846113746
1909,153396.42975207072
1910,139900.7513067738
1911,197399.56685241906
1912,327613.54052977153
1913,147899.8516197892
1914,77621.61310034632
1915,265182.43893711385
1916,64776.59025990892
1917,265964.15615953284
1918,147599.67279499315
1919,180749.27911673093
1920,164824.07711256456
1921,382752.1731433448
1922,300840.1898862726
1923,232460.53058181627
1924,226952.53693006208
1925,212264.32678138168
1926,366577.3959083916
1927,134325.1151095282
1928,158619.36171821918
1929,126414.11889516377
1930,133070.72238826318
1931,141240.12783135017
1932,137322.9811468101
1933,168014.452967257
1934,182301.75515532555
1935,166253.2956708831
1936,182157.30480035013
1937,179108.7877034126
1938,167082.11047561208
1939,244020.39951967736
1940,189214.0110438145
1941,175253.3698114229
1942,182727.35485683585
1943,205204.34954552568
1944,315801.9994143942
1945,346750.7130994586
1946,159829.2456650146
1947,295409.52179793705
1948,178848.93177292222
1949,247814.54529173864
1950,185427.0794736191
1951,270201.3152542422
1952,225807.9407208046
1953,167412.4675129122
1954,201115.57911696003
1955,136086.53885246193
1956,361660.3851642139
1957,163503.11296660517
1958,307188.2086079392
1959,147927.7739661099
1960,110055.22736886168
1961,117994.22468580355
1962,115296.32369840646
1963,122559.80313716858
1964,117008.22496661809
1965,153105.77102459484
1966,148723.7103241202
1967,258499.01495410828
1968,411089.16421089944
1969,357104.17751259805
1970,434671.8143120168
1971,475680.3602579227
1972,362111.08454284776
1973,263086.36862951895
1974,312988.3333274755
1975,518649.74505116127
1976,267904.84467348707
1977,351003.81152083114
1978,346441.6789482626
1979,313650.8370609988
1980,198147.44062329916
1981,321938.58170004806
1982,221865.46771553834
1983,207571.8310745053
1984,183517.5792476579
1985,232991.29570687737
1986,230628.10336143285
1987,186832.56663531178
1988,176703.6240719012
1989,201187.16280970495
1990,216432.65669813714
1991,217387.45902119973
1992,215670.87303001096
1993,182361.02301959778
1994,247938.1913721127
1995,188925.12870107015
1996,251247.14439691955
1997,312610.29218340997
1998,320246.53361868946
1999,253682.34061165535
2000,316449.57002194686
2001,257017.2271625997
2002,244137.16328372783
2003,259719.41460047025
2004,265334.6846437618
2005,228493.13536144997
2006,202062.6403588252
2007,251280.40400898454
2008,189413.37507203428
2009,185832.93495742494
2010,197278.39009473394
2011,145099.44462489968
2012,176840.15982164664
2013,173117.5497866635
2014,181805.72385672687
2015,199572.46525213888
2016,184888.09120508053
2017,191540.6264848404
2018,119156.51495353792
2019,142898.79144602944
2020,113225.86312691122
2021,109162.42479949076
2022,184895.85134213773
2023,147742.22014916214
2024,263120.0825599558
2025,365897.51317117305
2026,173180.12786431023
2027,154190.63587884806
2028,170108.32586766736
2029,162333.91260731252
2030,272019.79925438866
2031,234428.05215233658
2032,249946.43332751672
2033,264230.33615797275
2034,175454.86005106493
2035,207087.65154418087
2036,206015.98045438254
2037,209838.0476776556
2038,308261.6676437276
2039,212070.5640629268
2040,318846.24803247035
2041,287880.9423822939
2042,198151.99355989014
